Sharma Enterprises Private Limited
Purchase Register for the period 2025-09
GSTIN: 27AAACB2894G1ZP

Supplier Name,GSTIN,Invoice No,Invoice Date,Taxable Value,CGST,SGST,IGST,Cess,Doc Type,ITC Eligible,Nature of Supply
Vindhya Alloys,23AAFCV4412Q1Z3,S10/2025/002,23/09/2025,252000,0,0,45360,0,Invoice,Yes,
Bharat Office Supplies,27AAFCB2210G1Z8,S12/2025/001,16/09/2025,150000,13500,13500,0,0,Invoice,Yes,
Bharat Office Supplies,27AAFCB2210G1Z8,S12/2025/002,14/09/2025,158000,14220,14220,0,0,Invoice,Yes,
Konkan Hardware,27AAGFK5561R1ZL,S13/2025/001,02/09/2025,72000,6480,6480,0,0,Invoice,Yes,
Trident Paper Mills,24AAACT3398E1ZE,S14/2025/001,24/09/2025,"1,18,000",0,0,"21,240",0,Invoice,Yes,
Lakshmi Fasteners,33AAJFL7745T1ZE,S15/2025/001,12/09/2025,40000,0,0,7200,0,Invoice,Yes,
Lakshmi Fasteners,33AAJFL7745T1ZE,S15/2025/002,11/09/2025,33000,0,0,5940,0,Invoice,Yes,
Lakshmi Fasteners,33AAJFL7745T1ZE,S15/2025/003,21/09/2025,27000,0,0,4860,0,Invoice,Yes,
Orion Software Services,29AAECO9912W1Z8,S16/2025/001,12/09/2025,61000,0,0,10980,0,Invoice,Yes,
Orion Software Services,29AAECO9912W1Z8,S16/2025/002,08/09/2025,57000,0,0,10260,0,Invoice,Yes,
Ganga Textiles,09AAHFG4423Y1ZH,S17/2025/001,14/09/2025,48000,0,0,8640,0,Invoice,Yes,
Pinnacle Safety Gear,27AAKFP6678U1ZU,S18/2025/001,11/09/2025,"1,29,000","11,610","11,610",0,0,Invoice,Yes,
Pinnacle Safety Gear,27AAKFP6678U1ZU,S18/2025/002,25/09/2025,139000,12510,12510,0,0,Invoice,Yes,
Pinnacle Safety Gear,27AAKFP6678U1ZU,S18/2025/003,12/09/2025,139000,12510,12510,0,0,Invoice,Yes,
Sundar Printing Works,33AABFS2234V1ZT,S19/2025/001,16/09/2025,82000,0,0,14760,0,Invoice,Yes,
Sundar Printing Works,33AABFS2234V1ZT,S19/2025/002,03/09/2025,91000,0,0,16380,0,Invoice,Yes,
Ashoka Civil Works,27AAFCA8801X1ZT,S20/2025/001,24/09/2025,113000,10170,10170,0,0,Invoice,Yes,
Ashoka Civil Works,27AAFCA8801X1ZT,S20/2025/002,26/09/2025,125000,11250,11250,0,0,Invoice,Yes,
Nova Instruments,29AADCN3345Z1ZD,S21/2025/001,14/09/2025,"1,60,000",0,0,"28,800",0,Invoice,Yes,
Nova Instruments,29AADCN3345Z1ZD,S21/2025/002,04/09/2025,177000,0,0,31860,0,Invoice,Yes,
Nova Instruments,29AADCN3345Z1ZD,S21/2025/003,25/09/2025,173000,0,0,31140,0,Invoice,Yes,
Meridian Housekeeping,27AAGFM1167A1ZO,S22/2025/001,09/09/2025,175000,15750,15750,0,0,Invoice,Yes,
Coral Adhesives,24AAECC7789B1ZM,S23/2025/001,18/09/2025,159000,0,0,28620,0,Invoice,Yes,
Yamuna Agro Products,09AAJFY5523C1Z3,S24/2025/001,13/09/2025,138000,0,0,24840,0,Invoice,Yes,
Yamuna Agro Products,09AAJFY5523C1Z3,S24/2025/002,08/09/2025,141000,0,0,25380,0,Invoice,Yes,
Yamuna Agro Products,09AAJFY5523C1Z3,S24/2025/003,07/09/2025,"1,34,000",0,0,"24,120",0,Invoice,Yes,
Zenith Tooling,27AABCZ9934D1Z1,S25/2025/001,17/09/2025,30000,2700,2700,0,0,Invoice,Yes,
Grand Total,,,,8690000,383040,383040,798120,0,,,
